var1,var2,correlation,p_value,significance
metaphor.coherentie.score,kolb.active_experimentation.score,0.09416355890026748,0.0056615621202907185,**
aesthetics.dramaturgy.b2_integration_text_and_context.score,schulz.relational_aspect.score,0.09392897585688614,0.005782945120195534,**
schulz.relational_aspect.score,aesthetics.dramaturgy.b2_integration_text_and_context.score,0.09392897585688614,0.005782945120195534,**
kolb.integrality.cycle_completeness.score,transactional.parent.freedom_CP.score,0.09287869630053842,0.0063556206072274656,**
transactional.parent.freedom_CP.score,kolb.integrality.cycle_completeness.score,0.09287869630053842,0.0063556206072274656,**
aesthetics.dramaturgy.b3_openness_vs_closedness.score,aristoteles.orthopathy_pathos.score,0.09235080082269541,0.006662277830189944,**
aristoteles.orthopathy_pathos.score,aesthetics.dramaturgy.b3_openness_vs_closedness.score,0.09235080082269541,0.006662277830189944,**
kolb.reflective_observation.score,transactional.child.free_FC.score,0.09197886038978151,0.0068862463415556565,**
transactional.child.free_FC.score,kolb.reflective_observation.score,0.09197886038978151,0.0068862463415556565,**
aristoteles.orthopraxy_ethos.score,kolb.abstract_conceptualization.score,-0.09154323165455754,0.007157134342784239,**
kolb.abstract_conceptualization.score,aristoteles.orthopraxy_ethos.score,-0.09154323165455754,0.007157134342784239,**
aesthetics.poetics.a1_imagery.score,dekker.4_interwoveness_exposition_application.score,0.09085016910927905,0.0076078190999980515,**
dekker.4_interwoveness_exposition_application.score,aesthetics.poetics.a1_imagery.score,0.09085016910927905,0.0076078190999980515,**
aristoteles.orthopathy_pathos.score,transactional.child.freedom_AC.score,-0.09084498395921137,0.0076112845169857505,**
transactional.child.freedom_AC.score,aristoteles.orthopathy_pathos.score,-0.09084498395921137,0.0076112845169857505,**
dekker.7_christocentric_grace.score,kolb.concrete_experience.score,0.09079457874111797,0.0076450457668020754,**
kolb.concrete_experience.score,dekker.7_christocentric_grace.score,0.09079457874111797,0.0076450457668020754,**
dekker.2_exegesis_original_context.score,kolb.active_experimentation.score,0.0904341479227471,0.0078903915062997591,**
kolb.active_experimentation.score,dekker.2_exegesis_original_context.score,0.0904341479227471,0.0078903915062997591,**
dekker.2_exegesis_original_context.score,transactional.child.freedom_AC.score,0.08984523669407114,0.008306439756542454,**
transactional.child.freedom_AC.score,dekker.2_exegesis_original_context.score,0.08984523669407114,0.008306439756542454,**
aristoteles.orthodoxy_logos.score,transactional.child.free_FC.score,-0.08962644549389646,0.008465932226069508,**
transactional.child.free_FC.score,aristoteles.orthodoxy_logos.score,-0.08962644549389646,0.008465932226069508,**
kolb.active_experimentation.score,schulz.appeal_aspect.score,-0.08871989384473022,0.009156300154899344,**
schulz.appeal_aspect.score,kolb.active_experimentation.score,-0.08871989384473022,0.009156300154899344,**
aristoteles.ethos.score,schulz.factual_content.score,0.08844841668847371,0.009372579549957256,**
schulz.factual_content.score,aristoteles.ethos.score,0.08844841668847371,0.009372579549957256,**
aesthetics.dramaturgy.b1_narrative_arc.score,kolb.active_experimentation.score,0.08797480534212,0.00976080617588339,**
kolb.active_experimentation.score,aesthetics.dramaturgy.b1_narrative_arc.score,0.08797480534212,0.00976080617588339,**
dekker.6_two_ways_seriousness_of_choice.score,kolb.abstract_conceptualization.score,0.0875947757053102,0.010082600360838214,*
kolb.abstract_conceptualization.score,dekker.6_two_ways_seriousness_of_choice.score,0.0875947757053102,0.010082600360838214,*
dekker.8_depth_and_length.score,kolb.abstract_conceptualization.score,0.08753323475881444,0.010135588823319155,*
kolb.abstract_conceptualization.score,dekker.8_depth_and_length.score,0.08753323475881444,0.010135588823319155,*
dekker.2_exegesis_original_context.score,schulz.relational_aspect.score,-0.08718840873148118,0.01043709774497972,*
schulz.relational_aspect.score,dekker.2_exegesis_original_context.score,-0.08718840873148118,0.01043709774497972,*
schulz.self_revelation.score,transactional.child.freedom_AC.score,0.08691221183854024,0.010684317124437891,*
transactional.child.freedom_AC.score,schulz.self_revelation.score,0.08691221183854024,0.010684317124437891,*
aesthetics.dramaturgy.b3_openness_vs_closedness.score,schulz.relational_aspect.score,0.0867416057315895,0.010839608203990457,*
schulz.relational_aspect.score,aesthetics.dramaturgy.b3_openness_vs_closedness.score,0.0867416057315895,0.010839608203990457,*
metaphor.coherentie.score,schulz.appeal_aspect.score,0.08644786222565719,0.011111680060813728,*
schulz.appeal_aspect.score,metaphor.coherentie.score,0.08644786222565719,0.011111680060813728,*
aristoteles.ethos.score,dekker.7_christocentric_grace.score,0.08598078994203592,0.011556772728322753,*
dekker.7_christocentric_grace.score,aristoteles.ethos.score,0.08598078994203592,0.011556772728322753,*
kolb.integrality.cycle_completeness.score,transactional.child.free_FC.score,0.08587049406531881,0.011664155818531407,*
transactional.child.free_FC.score,kolb.integrality.cycle_completeness.score,0.08587049406531881,0.011664155818531407,*
kolb.active_experimentation.score,transactional.adult.score,0.08573820614190321,0.011794114971502343,*
transactional.adult.score,kolb.active_experimentation.score,0.08573820614190321,0.011794114971502343,*
dekker.3_application_concrete_contemporary.score,transactional.parent.freedom_CP.score,0.08572940192898844,0.01180280952111485,*
transactional.parent.freedom_CP.score,dekker.3_application_concrete_contemporary.score,0.08572940192898844,0.01180280952111485,*
kolb.integrality.cycle_completeness.score,transactional.child.freedom_AC.score,0.08566454912382047,0.011867029574212356,*
transactional.child.freedom_AC.score,kolb.integrality.cycle_completeness.score,0.08566454912382047,0.011867029574212356,*
aesthetics.poetics.a3_musicality_and_rhythm.score,dekker.4_interwoveness_exposition_application.score,-0.08478243268029186,0.012771762420714105,*
dekker.4_interwoveness_exposition_application.score,aesthetics.poetics.a3_musicality_and_rhythm.score,-0.08478243268029186,0.012771762420714105,*
dekker.6_two_ways_seriousness_of_choice.score,kolb.integrality.holistic_learning.score,0.08389300184818824,0.013745162636499723,*
kolb.integrality.holistic_learning.score,dekker.6_two_ways_seriousness_of_choice.score,0.08389300184818824,0.013745162636499723,*
schulz.factual_content.score,transactional.parent.nurturing_NP.score,0.08240220035435868,0.015523881213102336,*
transactional.parent.nurturing_NP.score,schulz.factual_content.score,0.08240220035435868,0.015523881213102336,*
aesthetics.poetics.a3_musicality_and_rhythm.score,kolb.active_experimentation.score,-0.08110843171187253,0.01722825515293428,*
kolb.active_experimentation.score,aesthetics.poetics.a3_musicality_and_rhythm.score,-0.08110843171187253,0.01722825515293428,*
kolb.concrete_experience.score,schulz.factual_content.score,-0.0808987493900291,0.01751939124877738,*
schulz.factual_content.score,kolb.concrete_experience.score,-0.0808987493900291,0.01751939124877738,*
aesthetics.poetics.a1_imagery.score,aristoteles.orthodoxy_logos.score,-0.08089502222905076,0.01752460498516658,*
aristoteles.orthodoxy_logos.score,aesthetics.poetics.a1_imagery.score,-0.08089502222905076,0.01752460498516658,*
kolb.integrality.holistic_learning.score,metaphor.coherentie.score,0.07995420051341208,0.018884887839881265,*
metaphor.coherentie.score,kolb.integrality.holistic_learning.score,0.07995420051341208,0.018884887839881265,*
aristoteles.pathos.score,transactional.child.freedom_AC.score,-0.07883713539701695,0.020618926327836695,*
transactional.child.freedom_AC.score,aristoteles.pathos.score,-0.07883713539701695,0.020618926327836695,*
aesthetics.dramaturgy.b3_openness_vs_closedness.score,dekker.5_three_parts_misery_redemption_gratitude.score,0.07858335062169987,0.021031670925939574,*
dekker.5_three_parts_misery_redemption_gratitude.score,aesthetics.dramaturgy.b3_openness_vs_closedness.score,0.07858335062169987,0.021031670925939574,*
dekker.2_exegesis_original_context.score,transactional.parent.freedom_CP.score,0.078228866931148,0.021620208612677255,*
transactional.parent.freedom_CP.score,dekker.2_exegesis_original_context.score,0.078228866931148,0.021620208612677255,*
dekker.7_christocentric_grace.score,kolb.integrality.holistic_learning.score,0.07803165749314396,0.021953784329143678,*
kolb.integrality.holistic_learning.score,dekker.7_christocentric_grace.score,0.07803165749314396,0.021953784329143678,*
aristoteles.orthodoxy_logos.score,transactional.child.freedom_AC.score,0.07777551967666946,0.02239370277310902,*
transactional.child.freedom_AC.score,aristoteles.orthodoxy_logos.score,0.07777551967666946,0.02239370277310902,*
aristoteles.orthodoxy_logos.score,transactional.parent.freedom_CP.score,0.07667800477264594,0.02436641111196481,*
transactional.parent.freedom_CP.score,aristoteles.orthodoxy_logos.score,0.07667800477264594,0.02436641111196481,*
aesthetics.poetics.a2_carefulness_and_precision.score,kolb.integrality.balance_between_phases.score,0.07625153881479044,0.025172567704391132,*
kolb.integrality.balance_between_phases.score,aesthetics.poetics.a2_carefulness_and_precision.score,0.07625153881479044,0.025172567704391132,*
kolb.abstract_conceptualization.score,kolb.integrality.holistic_learning.score,-0.07616582833445325,0.02533734033767817,*
kolb.integrality.holistic_learning.score,kolb.abstract_conceptualization.score,-0.07616582833445325,0.02533734033767817,*
schulz.relational_aspect.score,transactional.adult.score,0.07593973299890511,0.02577647117942764,*
transactional.adult.score,schulz.relational_aspect.score,0.07593973299890511,0.02577647117942764,*
aristoteles.orthopathy_pathos.score,kolb.reflective_observation.score,-0.07485948330241193,0.027966407217428775,*
kolb.reflective_observation.score,aristoteles.orthopathy_pathos.score,-0.07485948330241193,0.027966407217428775,*
aristoteles.ethos.score,kolb.active_experimentation.score,0.07461458569539502,0.028484566380107313,*
kolb.active_experimentation.score,aristoteles.ethos.score,0.07461458569539502,0.028484566380107313,*
schulz.self_revelation.score,transactional.parent.freedom_CP.score,0.07447506778666253,0.028783436169176793,*
transactional.parent.freedom_CP.score,schulz.self_revelation.score,0.07447506778666253,0.028783436169176793,*
schulz.appeal_aspect.score,transactional.parent.freedom_CP.score,0.07323201596498524,0.0315673001816838,*
transactional.parent.freedom_CP.score,schulz.appeal_aspect.score,0.07323201596498524,0.0315673001816838,*
narrative.coherentie.score,schulz.self_revelation.score,0.07301375823213005,0.032079168834986155,*
schulz.self_revelation.score,narrative.coherentie.score,0.07301375823213005,0.032079168834986155,*
aristoteles.orthopraxy_ethos.score,narrative.coherentie.score,0.0705957912932959,0.03824127673889256,*
narrative.coherentie.score,aristoteles.orthopraxy_ethos.score,0.0705957912932959,0.03824127673889256,*
dekker.8_depth_and_length.score,transactional.parent.nurturing_NP.score,0.06896293927972477,0.04294825439745822,*
transactional.parent.nurturing_NP.score,dekker.8_depth_and_length.score,0.06896293927972477,0.04294825439745822,*
aristoteles.orthopraxy_ethos.score,schulz.appeal_aspect.score,0.06881584686117634,0.04339530652029501,*
schulz.appeal_aspect.score,aristoteles.orthopraxy_ethos.score,0.06881584686117634,0.04339530652029501,*
kolb.integrality.cycle_completeness.score,narrative.coherentie.score,0.06878231112440163,0.04349777790478156,*
narrative.coherentie.score,kolb.integrality.cycle_completeness.score,0.06878231112440163,0.04349777790478156,*
dekker.7_christocentric_grace.score,kolb.integrality.balance_between_phases.score,0.06863952560441779,0.04393635831065753,*
kolb.integrality.balance_between_phases.score,dekker.7_christocentric_grace.score,0.06863952560441779,0.04393635831065753,*
kolb.abstract_conceptualization.score,transactional.parent.nurturing_NP.score,0.06861759833798708,0.04400403917925735,*
transactional.parent.nurturing_NP.score,kolb.abstract_conceptualization.score,0.06861759833798708,0.04400403917925735,*
aristoteles.orthopathy_pathos.score,dekker.1_specific_bible_passage.score,-0.06753584450059036,0.04745377336261244,*
dekker.1_specific_bible_passage.score,aristoteles.orthopathy_pathos.score,-0.06753584450059036,0.04745377336261244,*
aristoteles.ethos.score,dekker.1_specific_bible_passage.score,0.06726787137948934,0.04834258588655955,*
dekker.1_specific_bible_passage.score,aristoteles.ethos.score,0.06726787137948934,0.04834258588655955,*
dekker.6_two_ways_seriousness_of_choice.score,schulz.appeal_aspect.score,0.06598309391205485,0.052800075820874426,
schulz.appeal_aspect.score,dekker.6_two_ways_seriousness_of_choice.score,0.06598309391205485,0.052800075820874426,
aristoteles.ethos.score,kolb.abstract_conceptualization.score,-0.0658820308524856,0.053164805863890344,
kolb.abstract_conceptualization.score,aristoteles.ethos.score,-0.0658820308524856,0.053164805863890344,
aristoteles.orthopraxy_ethos.score,dekker.1_specific_bible_passage.score,0.0655326089206441,0.05444207479371733,
dekker.1_specific_bible_passage.score,aristoteles.orthopraxy_ethos.score,0.0655326089206441,0.05444207479371733,
aristoteles.orthodoxy_logos.score,kolb.integrality.cycle_completeness.score,0.06526538470888207,0.0554360364610271,
kolb.integrality.cycle_completeness.score,aristoteles.orthodoxy_logos.score,0.06526538470888207,0.0554360364610271,
aristoteles.orthodoxy_logos.score,kolb.active_experimentation.score,-0.0647313526497443,0.0574676661416282,
kolb.active_experimentation.score,aristoteles.orthodoxy_logos.score,-0.0647313526497443,0.0574676661416282,
kolb.active_experimentation.score,schulz.self_revelation.score,0.06472715261108268,0.05748388613917746,
schulz.self_revelation.score,kolb.active_experimentation.score,0.06472715261108268,0.05748388613917746,
aristoteles.logos.score,kolb.integrality.balance_between_phases.score,0.06461126721376727,0.05793292133145156,
kolb.integrality.balance_between_phases.score,aristoteles.logos.score,0.06461126721376727,0.05793292133145156,
aesthetics.poetics.a2_carefulness_and_precision.score,dekker.7_christocentric_grace.score,0.06419910363982838,0.059553624124617274,
dekker.7_christocentric_grace.score,aesthetics.poetics.a2_carefulness_and_precision.score,0.06419910363982838,0.059553624124617274,
aristoteles.ethos.score,aristoteles.orthodoxy_logos.score,-0.06388677418556915,0.06080661745433377,
aristoteles.orthodoxy_logos.score,aristoteles.ethos.score,-0.06388677418556915,0.06080661745433377,
aristoteles.orthopathy_pathos.score,transactional.parent.nurturing_NP.score,0.0634656089109537,0.0625306844187577,
transactional.parent.nurturing_NP.score,aristoteles.orthopathy_pathos.score,0.0634656089109537,0.0625306844187577,
dekker.8_depth_and_length.score,schulz.self_revelation.score,0.0625518176574134,0.06641032079347219,
schulz.self_revelation.score,dekker.8_depth_and_length.score,0.0625518176574134,0.06641032079347219,
aesthetics.poetics.a3_musicality_and_rhythm.score,schulz.relational_aspect.score,0.06064871336132016,0.07512655766504611,
schulz.relational_aspect.score,aesthetics.poetics.a3_musicality_and_rhythm.score,0.06064871336132016,0.07512655766504611,
dekker.3_application_concrete_contemporary.score,dekker.7_christocentric_grace.score,0.06034297939897065,0.07661011044947877,
dekker.7_christocentric_grace.score,dekker.3_application_concrete_contemporary.score,0.06034297939897065,0.07661011044947877,
aesthetics.poetics.a1_imagery.score,dekker.7_christocentric_grace.score,-0.06003591996535842,0.07812400734716501,
dekker.7_christocentric_grace.score,aesthetics.poetics.a1_imagery.score,-0.06003591996535842,0.07812400734716501,
aristoteles.orthodoxy_logos.score,kolb.integrality.holistic_learning.score,-0.06002667933081396,0.07816994065640887,
kolb.integrality.holistic_learning.score,aristoteles.orthodoxy_logos.score,-0.06002667933081396,0.07816994065640887,
metaphor.coherentie.score,schulz.relational_aspect.score,0.06001172261991217,0.07824433392358122,
schulz.relational_aspect.score,metaphor.coherentie.score,0.06001172261991217,0.07824433392358122,
aesthetics.dramaturgy.b2_integration_text_and_context.score,aesthetics.poetics.a3_musicality_and_rhythm.score,0.05928419139128564,0.08193303040679768,
aesthetics.poetics.a3_musicality_and_rhythm.score,aesthetics.dramaturgy.b2_integration_text_and_context.score,0.05928419139128564,0.08193303040679768,
aesthetics.poetics.a1_imagery.score,transactional.parent.freedom_CP.score,0.05885642356913534,0.08416680914154644,
transactional.parent.freedom_CP.score,aesthetics.poetics.a1_imagery.score,0.05885642356913534,0.08416680914154644,
dekker.5_three_parts_misery_redemption_gratitude.score,metaphor.coherentie.score,0.05870450043143301,0.08497188592230748,
metaphor.coherentie.score,dekker.5_three_parts_misery_redemption_gratitude.score,0.05870450043143301,0.08497188592230748,
kolb.abstract_conceptualization.score,transactional.child.free_FC.score,-0.05867404423446775,0.08513402625674667,
transactional.child.free_FC.score,kolb.abstract_conceptualization.score,-0.05867404423446775,0.08513402625674667,
schulz.appeal_aspect.score,transactional.child.freedom_AC.score,0.058197699846203384,0.0877025994472679,
transactional.child.freedom_AC.score,schulz.appeal_aspect.score,0.058197699846203384,0.0877025994472679,
dekker.8_depth_and_length.score,transactional.child.freedom_AC.score,0.057818736917934564,0.08979033028524575,
transactional.child.freedom_AC.score,dekker.8_depth_and_length.score,0.057818736917934564,0.08979033028524575,
aesthetics.poetics.a1_imagery.score,transactional.child.freedom_AC.score,0.057165157973235285,0.09348461788989992,
transactional.child.freedom_AC.score,aesthetics.poetics.a1_imagery.score,0.057165157973235285,0.09348461788989992,
dekker.1_specific_bible_passage.score,transactional.parent.nurturing_NP.score,0.05713177326730574,0.0936765415809964,
transactional.parent.nurturing_NP.score,dekker.1_specific_bible_passage.score,0.05713177326730574,0.0936765415809964,
kolb.integrality.holistic_learning.score,schulz.factual_content.score,0.05691994781977422,0.09490165692603184,
schulz.factual_content.score,kolb.integrality.holistic_learning.score,0.05691994781977422,0.09490165692603184,
dekker.6_two_ways_seriousness_of_choice.score,kolb.integrality.balance_between_phases.score,0.056751641960240073,0.09588417996817368,
kolb.integrality.balance_between_phases.score,dekker.6_two_ways_seriousness_of_choice.score,0.056751641960240073,0.09588417996817368,
aristoteles.pathos.score,transactional.parent.nurturing_NP.score,0.056589148249272435,0.09684046887292579,
transactional.parent.nurturing_NP.score,aristoteles.pathos.score,0.056589148249272435,0.09684046887292579,
aristoteles.orthodoxy_logos.score,transactional.parent.nurturing_NP.score,0.05634210898298948,0.09830888630691115,
transactional.parent.nurturing_NP.score,aristoteles.orthodoxy_logos.score,0.05634210898298948,0.09830888630691115,
aesthetics.poetics.a1_imagery.score,aristoteles.orthopraxy_ethos.score,0.05583553724783461,0.10137548162882414,
aristoteles.orthopraxy_ethos.score,aesthetics.poetics.a1_imagery.score,0.05583553724783461,0.10137548162882414,
kolb.integrality.balance_between_phases.score,metaphor.coherentie.score,0.0551131599226485,0.10587948029026897,
metaphor.coherentie.score,kolb.integrality.balance_between_phases.score,0.0551131599226485,0.10587948029026897,
schulz.appeal_aspect.score,schulz.self_revelation.score,0.05451740152954256,0.10971199426632741,
schulz.self_revelation.score,schulz.appeal_aspect.score,0.05451740152954256,0.10971199426632741,
aristoteles.pathos.score,narrative.coherentie.score,0.05337987084534619,0.11733299476509501,
narrative.coherentie.score,aristoteles.pathos.score,0.05337987084534619,0.11733299476509501,
kolb.active_experimentation.score,transactional.parent.nurturing_NP.score,0.053082868562032225,0.11938957070345474,
transactional.parent.nurturing_NP.score,kolb.active_experimentation.score,0.053082868562032225,0.11938957070345474,
dekker.7_christocentric_grace.score,transactional.parent.nurturing_NP.score,0.052861182742307604,0.12094291647420856,
transactional.parent.nurturing_NP.score,dekker.7_christocentric_grace.score,0.052861182742307604,0.12094291647420856,
schulz.appeal_aspect.score,schulz.relational_aspect.score,0.052435921697463986,0.1239668474953399,
schulz.relational_aspect.score,schulz.appeal_aspect.score,0.052435921697463986,0.1239668474953399,
aristoteles.orthopathy_pathos.score,transactional.parent.freedom_CP.score,-0.052424131816255236,0.1240515140402155,
transactional.parent.freedom_CP.score,aristoteles.orthopathy_pathos.score,-0.052424131816255236,0.1240515140402155,
aesthetics.poetics.a3_musicality_and_rhythm.score,kolb.integrality.holistic_learning.score,0.05169423198266114,0.12938137522721155,
kolb.integrality.holistic_learning.score,aesthetics.poetics.a3_musicality_and_rhythm.score,0.05169423198266114,0.12938137522721155,
aristoteles.orthopraxy_ethos.score,metaphor.coherentie.score,0.05006217390381424,0.14193986629693475,
metaphor.coherentie.score,aristoteles.orthopraxy_ethos.score,0.05006217390381424,0.14193986629693475,
dekker.7_christocentric_grace.score,kolb.active_experimentation.score,-0.05000207234677718,0.14241958274499603,
kolb.active_experimentation.score,dekker.7_christocentric_grace.score,-0.05000207234677718,0.14241958274499603,
aesthetics.poetics.a3_musicality_and_rhythm.score,kolb.integrality.cycle_completeness.score,-0.049807489021220695,0.1439812269642706,
kolb.integrality.cycle_completeness.score,aesthetics.poetics.a3_musicality_and_rhythm.score,-0.049807489021220695,0.1439812269642706,
dekker.7_christocentric_grace.score,metaphor.coherentie.score,0.049652790023022995,0.14523210133009334,
metaphor.coherentie.score,dekker.7_christocentric_grace.score,0.049652790023022995,0.14523210133009334,
aristoteles.pathos.score,transactional.parent.freedom_CP.score,-0.049535188896303164,0.14618855342656797,
transactional.parent.freedom_CP.score,aristoteles.pathos.score,-0.049535188896303164,0.14618855342656797,
dekker.2_exegesis_original_context.score,transactional.parent.nurturing_NP.score,0.0494354493216616,0.14700350188203293,
transactional.parent.nurturing_NP.score,dekker.2_exegesis_original_context.score,0.0494354493216616,0.14700350188203293,
aesthetics.poetics.a3_musicality_and_rhythm.score,transactional.parent.freedom_CP.score,-0.04920997375066853,0.1488585859978744,
transactional.parent.freedom_CP.score,aesthetics.poetics.a3_musicality_and_rhythm.score,-0.04920997375066853,0.1488585859978744,
aristoteles.orthopraxy_ethos.score,dekker.7_christocentric_grace.score,0.049117678641675815,0.14962306329924407,
dekker.7_christocentric_grace.score,aristoteles.orthopraxy_ethos.score,0.049117678641675815,0.14962306329924407,
schulz.factual_content.score,transactional.child.free_FC.score,-0.048801521861803476,0.15226445309477474,
transactional.child.free_FC.score,schulz.factual_content.score,-0.048801521861803476,0.15226445309477474,
dekker.3_application_concrete_contemporary.score,transactional.child.free_FC.score,0.048660816365720665,0.15345133456893018,
transactional.child.free_FC.score,dekker.3_application_concrete_contemporary.score,0.048660816365720665,0.15345133456893018,
aesthetics.poetics.a1_imagery.score,transactional.adult.score,0.04837249119604285,0.15590534127693295,
transactional.adult.score,aesthetics.poetics.a1_imagery.score,0.04837249119604285,0.15590534127693295,
dekker.2_exegesis_original_context.score,transactional.child.free_FC.score,-0.04811868305065928,0.15809006578356324,
transactional.child.free_FC.score,dekker.2_exegesis_original_context.score,-0.04811868305065928,0.15809006578356324,
aristoteles.logos.score,kolb.active_experimentation.score,0.04793435748959721,0.15969115180253368,
kolb.active_experimentation.score,aristoteles.logos.score,0.04793435748959721,0.15969115180253368,
aesthetics.dramaturgy.b3_openness_vs_closedness.score,kolb.abstract_conceptualization.score,0.04738098540620321,0.1645713892829224,
kolb.abstract_conceptualization.score,aesthetics.dramaturgy.b3_openness_vs_closedness.score,0.04738098540620321,0.1645713892829224,
aristoteles.pathos.score,schulz.appeal_aspect.score,0.04728558376263702,0.16542395752548114,
schulz.appeal_aspect.score,aristoteles.pathos.score,0.04728558376263702,0.16542395752548114,
aesthetics.dramaturgy.b2_integration_text_and_context.score,aristoteles.orthopathy_pathos.score,0.046191843502471665,0.1754365755416435,
aristoteles.orthopathy_pathos.score,aesthetics.dramaturgy.b2_integration_text_and_context.score,0.046191843502471665,0.1754365755416435,
dekker.1_specific_bible_passage.score,schulz.relational_aspect.score,0.04595554014378139,0.17765790118301558,
schulz.relational_aspect.score,dekker.1_specific_bible_passage.score,0.04595554014378139,0.17765790118301558,
aristoteles.orthodoxy_logos.score,dekker.3_application_concrete_contemporary.score,0.04518090164318829,0.18508632325168314,
dekker.3_application_concrete_contemporary.score,aristoteles.orthodoxy_logos.score,0.04518090164318829,0.18508632325168314,
kolb.integrality.holistic_learning.score,narrative.coherentie.score,0.04472983849572645,0.1895161549075714,
narrative.coherentie.score,kolb.integrality.holistic_learning.score,0.04472983849572645,0.1895161549075714,
kolb.abstract_conceptualization.score,kolb.reflective_observation.score,-0.044470452428810016,0.1920986165157834,
kolb.reflective_observation.score,kolb.abstract_conceptualization.score,-0.044470452428810016,0.1920986165157834,
dekker.2_exegesis_original_context.score,kolb.concrete_experience.score,-0.04284017155546484,0.2089230882774684,
kolb.concrete_experience.score,dekker.2_exegesis_original_context.score,-0.04284017155546484,0.2089230882774684,
kolb.concrete_experience.score,transactional.parent.freedom_CP.score,0.04217399194486661,0.2160963200242859,
transactional.parent.freedom_CP.score,kolb.concrete_experience.score,0.04217399194486661,0.2160963200242859,
narrative.coherentie.score,schulz.relational_aspect.score,0.04140475183296197,0.2245974814882176,
schulz.relational_aspect.score,narrative.coherentie.score,0.04140475183296197,0.2245974814882176,
kolb.abstract_conceptualization.score,transactional.child.freedom_AC.score,0.04084512901004401,0.2309302141864445,
transactional.child.freedom_AC.score,kolb.abstract_conceptualization.score,0.04084512901004401,0.2309302141864445,
aristoteles.orthopathy_pathos.score,narrative.coherentie.score,0.039121372218690206,0.25122888871797916,
narrative.coherentie.score,aristoteles.orthopathy_pathos.score,0.039121372218690206,0.25122888871797916,
aristoteles.orthopathy_pathos.score,kolb.active_experimentation.score,-0.03680254763841673,0.28044754934580884,
kolb.active_experimentation.score,aristoteles.orthopathy_pathos.score,-0.03680254763841673,0.28044754934580884,
dekker.8_depth_and_length.score,transactional.parent.freedom_CP.score,0.036654892864708924,0.28238310550088913,
transactional.parent.freedom_CP.score,dekker.8_depth_and_length.score,0.036654892864708924,0.28238310550088913,
aristoteles.orthodoxy_logos.score,kolb.integrality.balance_between_phases.score,0.036650170196532154,0.2824451622050403,
kolb.integrality.balance_between_phases.score,aristoteles.orthodoxy_logos.score,0.036650170196532154,0.2824451622050403,
aristoteles.ethos.score,aristoteles.logos.score,-0.036451957657415164,0.2850580347982228,
aristoteles.logos.score,aristoteles.ethos.score,-0.036451957657415164,0.2850580347982228,
schulz.factual_content.score,schulz.self_revelation.score,-0.035278398901735133,0.3008617864725424,
schulz.self_revelation.score,schulz.factual_content.score,-0.035278398901735133,0.3008617864725424,
dekker.4_interwoveness_exposition_application.score,schulz.self_revelation.score,-0.035244793838082114,0.30132274999786335,
schulz.self_revelation.score,dekker.4_interwoveness_exposition_application.score,-0.035244793838082114,0.30132274999786335,
aristoteles.pathos.score,dekker.6_two_ways_seriousness_of_choice.score,0.034757613654103674,0.3080581688036684,
dekker.6_two_ways_seriousness_of_choice.score,aristoteles.pathos.score,0.034757613654103674,0.3080581688036684,
dekker.7_christocentric_grace.score,transactional.child.freedom_AC.score,-0.034689943229918356,0.30900153871508895,
transactional.child.freedom_AC.score,dekker.7_christocentric_grace.score,-0.034689943229918356,0.30900153871508895,
aristoteles.pathos.score,dekker.1_specific_bible_passage.score,-0.03420600741021723,0.31580342917095544,
dekker.1_specific_bible_passage.score,aristoteles.pathos.score,-0.03420600741021723,0.31580342917095544,
aesthetics.poetics.a3_musicality_and_rhythm.score,kolb.reflective_observation.score,0.03384291956847451,0.32097071736558086,
kolb.reflective_observation.score,aesthetics.poetics.a3_musicality_and_rhythm.score,0.03384291956847451,0.32097071736558086,
kolb.abstract_conceptualization.score,kolb.active_experimentation.score,-0.033762785085757786,0.32211853837311394,
kolb.active_experimentation.score,kolb.abstract_conceptualization.score,-0.033762785085757786,0.32211853837311394,
aesthetics.dramaturgy.b3_openness_vs_closedness.score,kolb.active_experimentation.score,-0.03282621605883272,0.33573160408392744,
kolb.active_experimentation.score,aesthetics.dramaturgy.b3_openness_vs_closedness.score,-0.03282621605883272,0.33573160408392744,
aristoteles.pathos.score,dekker.4_interwoveness_exposition_application.score,0.032748112820613275,0.3368833029198409,
dekker.4_interwoveness_exposition_application.score,aristoteles.pathos.score,0.032748112820613275,0.3368833029198409,
schulz.appeal_aspect.score,transactional.child.free_FC.score,-0.032496200700053726,0.3406152192773544,
transactional.child.free_FC.score,schulz.appeal_aspect.score,-0.032496200700053726,0.3406152192773544,
aesthetics.dramaturgy.b3_openness_vs_closedness.score,dekker.6_two_ways_seriousness_of_choice.score,0.032480803224727184,0.3408441771160294,
dekker.6_two_ways_seriousness_of_choice.score,aesthetics.dramaturgy.b3_openness_vs_closedness.score,0.032480803224727184,0.3408441771160294,
dekker.3_application_concrete_contemporary.score,kolb.abstract_conceptualization.score,-0.032189440746002135,0.3451952250901287,
kolb.abstract_conceptualization.score,dekker.3_application_concrete_contemporary.score,-0.032189440746002135,0.3451952250901287,
aesthetics.poetics.a2_carefulness_and_precision.score,schulz.relational_aspect.score,0.03204009773668873,0.3474390757464587,
schulz.relational_aspect.score,aesthetics.poetics.a2_carefulness_and_precision.score,0.03204009773668873,0.3474390757464587,
